id,url,launch_library_id,slug,name,net,window_end,window_start,mission,mission_type,pad,location,landing,landing_success,launcher,orbit,image,status.id,status.name
54c50fe1-bbd1-4515-9630-37612383c3c1,http://spacelaunchnow.me/api/3.3.0/launch/54c50fe1-bbd1-4515-9630-37612383c3c1/,1983.0,https://spacelaunchnow.me/launch/soyuz-21afregat-m-cas500-1-rideshare,Soyuz 2.1a/Fregat-M | CAS500-1 & rideshare,2020-10-15T00:00:00Z,2020-10-15T00:00:00Z,2020-10-15T00:00:00Z,,,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1a_image_20190726062341.png,2,TBD
bb2a5291-0aef-4c2a-8e29-93362d256fea,http://spacelaunchnow.me/api/3.3.0/launch/bb2a5291-0aef-4c2a-8e29-93362d256fea/,1684.0,https://spacelaunchnow.me/launch/firefly-alpha-maiden-flight,Firefly Alpha | Maiden Flight,2020-10-15T00:00:00Z,2020-10-15T00:00:00Z,2020-10-15T00:00:00Z,Maiden Flight,Test Flight,Space Launch Complex 2W,"Vandenberg AFB, CA, USA",,,,LEO,,2,TBD
4a6fdee5-34db-4f9a-9f02-888a84b29d05,http://spacelaunchnow.me/api/3.3.0/launch/4a6fdee5-34db-4f9a-9f02-888a84b29d05/,1827.0,https://spacelaunchnow.me/launch/soyuz-stafregat-falcon-eye-2,Soyuz STA/Fregat | Falcon Eye 2,2020-10-16T00:00:00Z,2020-10-16T00:00:00Z,2020-10-16T00:00:00Z,Falcon Eye 2,Government/Top Secret,Soyuz Launch Complex,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz2520sta_image_20191210133244.jpg,2,TBD
0ede12be-ac6d-4571-9d0c-b2a85b5cf280,http://spacelaunchnow.me/api/3.3.0/launch/0ede12be-ac6d-4571-9d0c-b2a85b5cf280/,1657.0,https://spacelaunchnow.me/launch/falcon-9-block-5-spx-uscv-1-nasa-crew-flight-1,Falcon 9 Block 5 | SpX USCV-1 (NASA Crew Flight 1),2020-10-23T00:00:00Z,2020-10-23T00:00:00Z,2020-10-23T00:00:00Z,SpX USCV-1 (NASA Crew Flight 1),Human Exploration,Launch Complex 39A,"Kennedy Space Center, FL, USA",N/A,0.0,B1061,LEO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
06dfcb34-0b76-4fbc-9046-09ab66db7b83,http://spacelaunchnow.me/api/3.3.0/launch/06dfcb34-0b76-4fbc-9046-09ab66db7b83/,1958.0,https://spacelaunchnow.me/launch/falcon-9-block-5-dragon-crs-2-spx-21,Falcon 9 Block 5 | Dragon CRS-2 SpX-21,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z,2020-10-30T00:00:00Z,,,Launch Complex 39A,"Kennedy Space Center, FL, USA",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
20d9789c-dfdf-46b5-a964-de5f031615a5,http://spacelaunchnow.me/api/3.3.0/launch/20d9789c-dfdf-46b5-a964-de5f031615a5/,2080.0,https://spacelaunchnow.me/launch/launcherone-launch-demo-2,LauncherOne | Launch Demo 2,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,,,Mojave Air and Space Port,Air launch to orbit,,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/launcherone_image_20200101110016.jpeg,2,TBD
56623c2d-7174-489c-b0ed-bf6f039b2412,http://spacelaunchnow.me/api/3.3.0/launch/56623c2d-7174-489c-b0ed-bf6f039b2412/,1390.0,https://spacelaunchnow.me/launch/falcon-9-block-5-sentinel-6-michael-freilich,Falcon 9 Block 5 | Sentinel-6 Michael Freilich,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,Sentinel-6A (Jason-CS),Earth Science,Space Launch Complex 4E,"Vandenberg AFB, CA, USA",,,,LEO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
e614282e-107b-41b4-8bab-7d86062a7e34,http://spacelaunchnow.me/api/3.3.0/launch/e614282e-107b-41b4-8bab-7d86062a7e34/,2016.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-oneweb-8,Soyuz 2.1b/Fregat-M | OneWeb 8,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,2020-11-01T00:00:00Z,,,Cosmodrome Site 1S,"Vostochny Cosmodrome, Siberia, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
5ef7ae3d-8667-49c9-aeea-548a34f82776,http://spacelaunchnow.me/api/3.3.0/launch/5ef7ae3d-8667-49c9-aeea-548a34f82776/,1650.0,https://spacelaunchnow.me/launch/angara-a5briz-m-dummy-payload,Angara A5/Briz-M | Dummy payload,2020-11-03T00:00:00Z,2020-11-03T00:00:00Z,2020-11-03T00:00:00Z,,,35/1,"Plesetsk Cosmodrome, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/angara2520a5_image_20190630234836.jpg,2,TBD
7409ce63-4f65-44d6-804c-5784189bf7b5,http://spacelaunchnow.me/api/3.3.0/launch/7409ce63-4f65-44d6-804c-5784189bf7b5/,1666.0,https://spacelaunchnow.me/launch/soyuz-stafregat-cso-2,Soyuz STA/Fregat | CSO 2,2020-11-06T00:00:00Z,2020-11-06T00:00:00Z,2020-11-06T00:00:00Z,CSO 2,Government/Top Secret,Soyuz Launch Complex,"Kourou, French Guiana",,,,SSO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz2520sta_image_20191210133244.jpg,2,TBD
9828537e-e017-4f77-96b6-49799d439363,http://spacelaunchnow.me/api/3.3.0/launch/9828537e-e017-4f77-96b6-49799d439363/,1221.0,https://spacelaunchnow.me/launch/long-march-5-change-5,Long March 5  | Chang'e 5,2020-11-24T00:00:00Z,2020-11-24T00:00:00Z,2020-11-24T00:00:00Z,Chang'e 5,Robotic Exploration,Wenchang,"Wenchang Satellite Launch Center, People's Republic of China",,,,LO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/long2520march25205_image_20191228095452.jpg,2,TBD
05c00251-c8db-4922-9244-d1e407427962,http://spacelaunchnow.me/api/3.3.0/launch/05c00251-c8db-4922-9244-d1e407427962/,1660.0,https://spacelaunchnow.me/launch/gslv-mk-ii-gsat-7c,GSLV Mk II | GSAT-7C,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,2,TBD
0cf92611-82a8-4095-a0b4-dda2e74b1fff,http://spacelaunchnow.me/api/3.3.0/launch/0cf92611-82a8-4095-a0b4-dda2e74b1fff/,1881.0,https://spacelaunchnow.me/launch/gslv-mk-ii-gsat-32,GSLV Mk II | GSAT-32,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,2,TBD
13439df6-e99b-42b3-ab82-c0a8a2afe4d1,http://spacelaunchnow.me/api/3.3.0/launch/13439df6-e99b-42b3-ab82-c0a8a2afe4d1/,1981.0,https://spacelaunchnow.me/launch/h-iii-30-alos-3-maiden-flight,H-III 30 | ALOS-3 (Maiden flight),2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Unknown Pad,"Tanegashima, Japan",,,,,,2,TBD
17d0ec68-f466-4916-9dc5-16123eda6484,http://spacelaunchnow.me/api/3.3.0/launch/17d0ec68-f466-4916-9dc5-16123eda6484/,1879.0,https://spacelaunchnow.me/launch/gslv-mk-ii-gisat-2,GSLV Mk II | GISAT-2,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,2,TBD
199265ca-cfd9-4474-bf54-8e5eb52bacf0,http://spacelaunchnow.me/api/3.3.0/launch/199265ca-cfd9-4474-bf54-8e5eb52bacf0/,2014.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-oneweb-6,Soyuz 2.1b/Fregat-M | OneWeb 6,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Cosmodrome Site 1S,"Vostochny Cosmodrome, Siberia, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
20054280-a20a-457e-b452-8a176f633907,http://spacelaunchnow.me/api/3.3.0/launch/20054280-a20a-457e-b452-8a176f633907/,1997.0,https://spacelaunchnow.me/launch/angara-a5persey-ekspress-amu,Angara A5/Persey | Ekspress AMU,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,35/1,"Plesetsk Cosmodrome, Russian Federation",,,,,,2,TBD
21166c90-bc30-49c8-9066-6002423fd607,http://spacelaunchnow.me/api/3.3.0/launch/21166c90-bc30-49c8-9066-6002423fd607/,1409.0,https://spacelaunchnow.me/launch/ariane-5-eca-star-one-d2-unknown,Ariane 5 ECA | Star One D2 & unknown,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Ariane Launch Area 3,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,2,TBD
24e448a6-88db-4d6e-b410-6324e1619692,http://spacelaunchnow.me/api/3.3.0/launch/24e448a6-88db-4d6e-b410-6324e1619692/,1462.0,https://spacelaunchnow.me/launch/ariane-5-eca-unknown-satellite-for-intelsat,Ariane 5 ECA | Unknown satellite for Intelsat,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Ariane Launch Area 3,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,2,TBD
25d652f7-7e20-42d5-967e-b8e01305746c,http://spacelaunchnow.me/api/3.3.0/launch/25d652f7-7e20-42d5-967e-b8e01305746c/,1685.0,https://spacelaunchnow.me/launch/terran-1-test-flight,Terran 1 | Test Flight,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,Test Flight,Test Flight,Space Launch Complex 16,"Cape Canaveral, FL, USA",,,,,,2,TBD
294e456a-fccc-4af1-a75e-990f8bb9ffba,http://spacelaunchnow.me/api/3.3.0/launch/294e456a-fccc-4af1-a75e-990f8bb9ffba/,1944.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-oneweb-4,Soyuz 2.1b/Fregat-M | OneWeb 4,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Cosmodrome Site 1S,"Vostochny Cosmodrome, Siberia, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
36c05136-e9c5-4d50-ae8e-8a2d38710071,http://spacelaunchnow.me/api/3.3.0/launch/36c05136-e9c5-4d50-ae8e-8a2d38710071/,1576.0,https://spacelaunchnow.me/launch/pslv-risat-2a,PSLV  | RISAT-2A,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,RISAT-2A,Government/Top Secret,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,LEO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/pslv_image_20190508083736.jpeg,2,TBD
397c50c5-8a2b-4ca5-807d-8911c14b7126,http://spacelaunchnow.me/api/3.3.0/launch/397c50c5-8a2b-4ca5-807d-8911c14b7126/,1131.0,https://spacelaunchnow.me/launch/gslv-mk-ii-gisat-1,GSLV Mk II | GISAT-1,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,GISAT-1,Earth Science,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,GTO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,2,TBD
5336dd45-9773-463b-acda-2a633b725d94,http://spacelaunchnow.me/api/3.3.0/launch/5336dd45-9773-463b-acda-2a633b725d94/,1611.0,https://spacelaunchnow.me/launch/sslv-demo-1,SSLV  | Demo 1,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,SSLV Demo 1,Test Flight,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,LEO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/sslv_image_20190830213312.jpg,2,TBD
646a8a73-1276-4db5-b2a7-53c4992fa479,http://spacelaunchnow.me/api/3.3.0/launch/646a8a73-1276-4db5-b2a7-53c4992fa479/,1499.0,https://spacelaunchnow.me/launch/falcon-9-block-5-spaceflight-gto-2,Falcon 9 Block 5 | Spaceflight GTO-2,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Space Launch Complex 40,"Cape Canaveral, FL, USA",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
671b829d-ec26-4b9f-ac13-e50bdc9cca05,http://spacelaunchnow.me/api/3.3.0/launch/671b829d-ec26-4b9f-ac13-e50bdc9cca05/,1880.0,https://spacelaunchnow.me/launch/pslv-risat-1a,PSLV  | RISAT-1A,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/pslv_image_20190508083736.jpeg,2,TBD
6bd4d3d9-d76d-4348-99d3-fad749b6b863,http://spacelaunchnow.me/api/3.3.0/launch/6bd4d3d9-d76d-4348-99d3-fad749b6b863/,1945.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-oneweb-5,Soyuz 2.1b/Fregat-M | OneWeb 5,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
6ec66610-b96c-4e3d-86f2-207068789781,http://spacelaunchnow.me/api/3.3.0/launch/6ec66610-b96c-4e3d-86f2-207068789781/,1824.0,https://spacelaunchnow.me/launch/pslv-oceansat-3,PSLV  | Oceansat-3,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,Oceansat-3,Earth Science,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,SSO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/pslv_image_20190508083736.jpeg,2,TBD
784e5c20-afa3-4849-9b4a-f2dd0e7b4b9e,http://spacelaunchnow.me/api/3.3.0/launch/784e5c20-afa3-4849-9b4a-f2dd0e7b4b9e/,1878.0,https://spacelaunchnow.me/launch/pslv-ca-risat-2br2,PSLV-CA | RISAT-2BR2,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,RISAT-2BR2,Earth Science,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/pslv_image_20190520163034.jpg,2,TBD
7bb96f12-250e-4e80-84ad-53f52f710bb7,http://spacelaunchnow.me/api/3.3.0/launch/7bb96f12-250e-4e80-84ad-53f52f710bb7/,1612.0,https://spacelaunchnow.me/launch/sslv-demo-2-4-x-blacksky-global-satellites,SSLV  | Demo 2 (4 x BlackSky Global satellites),2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,SSLV Demo 2,Test Flight,Satish Dhawan Space Centre First Launch Pad,"Sriharikota, Republic of India",,,,LEO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/sslv_image_20190830213312.jpg,2,TBD
86ea974e-6464-4960-85df-11af88852d57,http://spacelaunchnow.me/api/3.3.0/launch/86ea974e-6464-4960-85df-11af88852d57/,1959.0,https://spacelaunchnow.me/launch/zhuque-2-maiden-flight,Zhuque-2 | Maiden Flight,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,Maiden Flight,Test Flight,Unknown Pad,"Jiuquan, People's Republic of China",,,,,,2,TBD
a0809bf8-a2f2-48e1-92da-1d8c21180e25,http://spacelaunchnow.me/api/3.3.0/launch/a0809bf8-a2f2-48e1-92da-1d8c21180e25/,1609.0,https://spacelaunchnow.me/launch/gslv-mk-iii-gsat-20,GSLV Mk III | GSAT-20,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,GSAT-20,Communications,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,GTO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520iii_image_20190604000938.jpg,2,TBD
be2342f2-5ae2-4a91-a64f-681106da2aab,http://spacelaunchnow.me/api/3.3.0/launch/be2342f2-5ae2-4a91-a64f-681106da2aab/,1344.0,https://spacelaunchnow.me/launch/ariane-5-eca-unknown-eutelsat-quantum,Ariane 5 ECA | Unknown & Eutelsat Quantum,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Ariane Launch Area 3,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,2,TBD
c101b9da-2165-4d7b-aa9e-12a965ef8cd2,http://spacelaunchnow.me/api/3.3.0/launch/c101b9da-2165-4d7b-aa9e-12a965ef8cd2/,2029.0,https://spacelaunchnow.me/launch/gslv-idrss-1,GSLV | IDRSS-1,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Satish Dhawan Space Centre Second Launch Pad,"Sriharikota, Republic of India",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/gslv_image_20190604000621.jpg,2,TBD
d9486816-bb61-4b16-bcfa-0d1e9ba40696,http://spacelaunchnow.me/api/3.3.0/launch/d9486816-bb61-4b16-bcfa-0d1e9ba40696/,1643.0,https://spacelaunchnow.me/launch/vega-ingenio-seosat-taranis,Vega | Ingenio (SEOSat) & Taranis,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,Ingenio (SEOSat),Earth Science,Ariane Launch Area 1,"Kourou, French Guiana",,,,SSO,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/vega_image_20190224025010.jpeg,2,TBD
edaf9a8d-d67c-4e0e-8452-a37b111581d5,http://spacelaunchnow.me/api/3.3.0/launch/edaf9a8d-d67c-4e0e-8452-a37b111581d5/,1417.0,https://spacelaunchnow.me/launch/falcon-9-block-5-sirius-sxm-8,Falcon 9 Block 5 | Sirius SXM-8,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,SXM-8,Communications,Unknown Pad,Unknown Location,,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
f1c10846-ae5b-4848-8763-9e98c05d7fa2,http://spacelaunchnow.me/api/3.3.0/launch/f1c10846-ae5b-4848-8763-9e98c05d7fa2/,2047.0,https://spacelaunchnow.me/launch/electron-whitney-1,Electron | Whitney 1,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Rocket Lab Launch Complex 1A,"Onenui Station, Mahia Peninsula, New Zealand",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/electron_image_20190705175640.jpeg,2,TBD
f213a5df-579a-4682-8143-df228e463049,http://spacelaunchnow.me/api/3.3.0/launch/f213a5df-579a-4682-8143-df228e463049/,1965.0,https://spacelaunchnow.me/launch/falcon-9-block-5-dedicated-sso-rideshare-mission-1,Falcon 9 Block 5 | Dedicated SSO Rideshare Mission 1,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,,,Space Launch Complex 4E,"Vandenberg AFB, CA, USA",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
b7e42e9f-7c6c-4a7b-ade3-e19df59209ae,http://spacelaunchnow.me/api/3.3.0/launch/b7e42e9f-7c6c-4a7b-ade3-e19df59209ae/,1326.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-arktika-m-no1,Soyuz 2.1b/Fregat-M | Arktika-M No.1,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z,,,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
19407719-d66c-492d-9288-e5e6ddbadbd6,http://spacelaunchnow.me/api/3.3.0/launch/19407719-d66c-492d-9288-e5e6ddbadbd6/,2026.0,https://spacelaunchnow.me/launch/soyuz-21a-progress-ms-16-77p,Soyuz 2.1a | Progress MS-16 (77P),2020-12-11T00:00:00Z,2020-12-11T00:00:00Z,2020-12-11T00:00:00Z,,,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1a_image_20190224012318.jpeg,2,TBD
021c99fe-5a1e-4911-a3d5-ba201f7aa9f8,http://spacelaunchnow.me/api/3.3.0/launch/021c99fe-5a1e-4911-a3d5-ba201f7aa9f8/,2008.0,https://spacelaunchnow.me/launch/ariane-5-eca-measat-3d,Ariane 5 ECA | Measat-3d,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,Ariane Launch Area 3,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/ariane252052520eca_image_20190224012333.jpeg,2,TBD
0914dabd-ac92-444b-bf9f-7a6b08bb06e1,http://spacelaunchnow.me/api/3.3.0/launch/0914dabd-ac92-444b-bf9f-7a6b08bb06e1/,1928.0,https://spacelaunchnow.me/launch/launcherone-ignis-others,LauncherOne | Ignis & others,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,Guam International Airport,Air launch to orbit,,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/launcherone_image_20200101110016.jpeg,2,TBD
0f72968a-773c-4f73-bc34-5fe40e6affc3,http://spacelaunchnow.me/api/3.3.0/launch/0f72968a-773c-4f73-bc34-5fe40e6affc3/,1877.0,https://spacelaunchnow.me/launch/soyuz-21afregat-m-cas500-2-rideshare,Soyuz 2.1a/Fregat-M | CAS500-2 & rideshare,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,31/6,"Baikonur Cosmodrome, Republic of Kazakhstan",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1a_image_20190726062341.png,2,TBD
0f770177-f502-465b-9ea5-d7a053ec903c,http://spacelaunchnow.me/api/3.3.0/launch/0f770177-f502-465b-9ea5-d7a053ec903c/,1613.0,https://spacelaunchnow.me/launch/angara-a5briz-m-unknown-military-payload,Angara A5/Briz-M | Unknown military payload,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,35/1,"Plesetsk Cosmodrome, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/angara2520a5_image_20190630234836.jpg,2,TBD
107fb32b-7f28-4560-af33-2790bc4118e8,http://spacelaunchnow.me/api/3.3.0/launch/107fb32b-7f28-4560-af33-2790bc4118e8/,1687.0,https://spacelaunchnow.me/launch/soyuz-21bfregat-m-gonets-m30-gonets-m31-gonets-m32,"Soyuz 2.1b/Fregat-M | Gonets-M30, Gonets-M31, Gonets-M32",2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,43/3 (43L),"Plesetsk Cosmodrome, Russian Federation",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/soyuz25202.1b_image_20190520165337.jpg,2,TBD
110c808a-a091-47ab-8532-4fa058c1de7a,http://spacelaunchnow.me/api/3.3.0/launch/110c808a-a091-47ab-8532-4fa058c1de7a/,1526.0,https://spacelaunchnow.me/launch/falcon-9-block-5-gps-iii-sv05,Falcon 9 Block 5 | GPS III SV05,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,Space Launch Complex 40,"Cape Canaveral, FL, USA",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
11ae4d7c-e83c-4a52-94b8-1cf79bd16d52,http://spacelaunchnow.me/api/3.3.0/launch/11ae4d7c-e83c-4a52-94b8-1cf79bd16d52/,1192.0,https://spacelaunchnow.me/launch/vega-ceres,Vega | CERES,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,Ariane Launch Area 1,"Kourou, French Guiana",,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/vega_image_20190224025010.jpeg,2,TBD
16d0c02e-0bb1-45d5-a3f5-7c4ff6cf6de1,http://spacelaunchnow.me/api/3.3.0/launch/16d0c02e-0bb1-45d5-a3f5-7c4ff6cf6de1/,1413.0,https://spacelaunchnow.me/launch/falcon-9-block-5-turksat-5b,Falcon 9 Block 5 | Türksat 5B,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,,,Unknown Pad,Unknown Location,,,,,https://spacelaunchnow-prod-east.nyc3.cdn.digitaloceanspaces.com/media/launcher_images/falcon25209_image_20190224025007.jpeg,2,TBD
