id,name,isin,symbol,contractSize,productType,productTypeId,tradable,category,currency,strikePrice,exchangeId,onlyEodPrices,orderTimeTypes,buyOrderTypes,sellOrderTypes,productBitTypes,closePrice,closePriceDate,feedQuality,orderBookDepth,vwdIdentifierType,vwdId,qualitySwitchable,qualitySwitchFree,vwdModuleId,issuerId
5105259,AXA ROSENBERG US EQTY ALP-B,IE0031069275,ID,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],28.01,2021-04-08,R,0.0,issueid,60168604,False,False,19.0,34
5003369,GLG JAPAN COREALPHA-I EUR,IE00B45R5B91,GLJCAIE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],201.4,2021-04-09,R,0.0,issueid,60011983,False,False,19.0,22
5006325,Henderson Pan European Smaller Companies Fund,LU0995140356,,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],11.9059,2021-04-08,R,0.0,issueid,60012093,False,False,19.0,18
5003050,BLACKROCK GL-GL EQ INC-D2H,LU0827881409,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],18.08,2021-04-09,R,0.0,issueid,60012808,False,False,19.0,4
5004232,PIMCO GIS GL MULTI-ASST-HA,IE00B639QZ24,PGMAEHA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],20.01,2021-04-09,R,0.0,issueid,60012787,False,False,19.0,25
5004228,PIMCO GIS-INCOME FUND-INSHA,IE00B80G9288,PINIEHA,1,FUND,13,True,F,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.84,2021-04-09,R,0.0,issueid,60012789,False,False,19.0,25
5001078,ROBECO EURO GOVNMT BD-CH,LU0620638824,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],113.97,2021-04-09,R,0.0,issueid,60004658,False,False,19.0,26
5074947,BNY MELLON GL-EURLD BND-EURA,IE0032722260,ID,1,FUND,13,True,F,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],2.0354,2021-04-08,R,0.0,issueid,60190916,False,False,19.0,51
5001076,PIMCO GIS-INCOME FUND-INS AC,IE00B87KCF77,ID,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],16.73,2021-04-09,R,0.0,issueid,60012788,False,False,19.0,25
4999846,FRANK-EUROPEAN GRWTH-WA EUR,LU0959059279,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],10.76,2021-04-09,R,0.0,issueid,60011182,False,False,19.0,16
5003116,FRANK TP ASIA GR-W-ACC-EUR,LU0871812789,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],16.66,2021-04-09,R,0.0,issueid,60011767,False,False,19.0,16
5003039,ALLIANZ ORIENT INCOME-P,LU0348786921,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],240.62,2021-04-09,R,0.0,issueid,60012801,False,False,19.0,2
5041843,JPMORGAN F-GLB NAT RE-A EUR,LU0208853274,FLEGNRE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],15.01,2021-04-09,R,0.0,issueid,60189468,False,False,19.0,20
5004265,SCHRODER INTL EURO COR-Z EUR,LU0968427160,SECBZEA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],27.2311,2021-04-09,R,0.0,issueid,60012140,False,False,19.0,27
4999851,GOLDMAN SACHS EUROP COR E-RA,LU0830625769,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],22.15,2021-04-09,R,0.0,issueid,60012845,False,False,19.0,17
5225215,T. ROWE PRICE-GL HY BOND-Q,LU0860350221,TRPGHBQ,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],15.2,2021-04-09,R,0.0,issueid,60041591,False,False,19.0,57
5003065,BGF-EMERGING MARKETS FD-D2,LU0252967376,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],50.15,2021-04-09,R,0.0,issueid,60011187,False,False,19.0,4
4999817,CANDRIAM SUSTAIN NTH AMERICA-R,BE6253606162,BB,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],204.76,2021-04-08,R,0.0,issueid,60011129,False,False,19.0,8
4998722,ABERDEEN GL-ASIA SM CO-X2A,LU0837967826,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.2285,2021-04-09,R,0.0,issueid,60011136,False,False,19.0,1
13389838,CARMIGNAC GLB BOND-F EU ACC,LU0992630599,CARGBFE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],142.38,2021-04-08,R,0.0,issueid,60012815,False,False,19.0,6
5225218,T ROWE PRICE-US SMCO E-QUSD,LU0929966207,TRPUSCQ,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],32.49,2021-04-09,R,0.0,issueid,60040153,False,False,19.0,57
5003056,BGF-EMERGING MARKETS BD-D2,LU0827877043,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],17.91,2021-04-08,R,0.0,issueid,60011197,False,False,19.0,4
5225217,T ROWE PRICE-ASIAN EX JPN-Q,LU0860350064,TRPAXJQ,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],20.86,2021-04-09,R,0.0,issueid,60041589,False,False,19.0,57
5003108,FIDELITY FUND-CHINA FO-Y EUR,LU0936575868,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],21.62,2021-04-09,R,0.0,issueid,60011749,False,False,19.0,13
5004943,ECHIQUIER MAJOR,FR0010321828,ECHMAJR,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],328.29,2021-04-08,R,0.0,issueid,60193055,False,False,19.0,14
5001081,SCHRODER ISF EM DBT A R-CAC,LU0177222394,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],30.6115,2021-04-09,R,0.0,issueid,60002363,False,False,19.0,27
5003289,GOLDMAN SACHS US EQ P-RA EUR,LU0858291221,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],30.38,2021-04-09,R,0.0,issueid,60009413,False,False,19.0,17
4998719,ABERDEEN GL-WORLD EQTY-Y-2A,LU0837985992,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],19.0757,2021-04-09,R,0.0,issueid,60011140,False,False,19.0,1
5003069,BLACKROCK GL-EU EQ INC-D2,LU0579997130,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],24.6,2021-04-09,R,0.0,issueid,60012807,False,False,19.0,4
5003051,BGF-LATIN AMERICAN-D2,LU0252965164,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],57.44,2021-04-09,R,0.0,issueid,60011190,False,False,19.0,4
5013417,BlackRock Institutional Cash Series Euro Ultra Short Bond,IE00B1B82251,MLICPAE,1,FUND,13,True,I,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],112.0577,2021-04-08,R,0.0,issueid,60000019,False,False,19.0,4
5003111,FIDELITY-EURO BALANCED-Y AC,LU0346389934,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],18.66,2021-04-09,R,0.0,issueid,60011152,False,False,19.0,13
8589384,VANGUARD-EUROZ IN LK IND-INV,IE00B04GQQ17,VANEZIV ID EQUITY,1,FUND,13,True,F,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],156.0902,2021-04-09,R,0.0,issueid,610198707,False,False,19.0,33
5225211,T. ROWE PRICE-EUROPEAN EQU-Q,LU0983346296,TRPEEQE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],17.26,2021-04-09,R,0.0,issueid,60040938,False,False,19.0,57
5003058,BGF-EUROPEAN SPEC SIT-D2E,LU0252965834,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],64.86,2021-04-09,R,0.0,issueid,60003077,False,False,19.0,4
5004912,SCHRODER INTL GLOBAL EN-ZA,LU0969110849,SCHGEZA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],9.9844,2021-04-09,R,0.0,issueid,60012546,False,False,19.0,27
5045012,FIDELITY FUND-INDIA FO-Y EUR,LU0936579852,FFINFYE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],28.91,2021-04-08,R,0.0,issueid,60011713,False,False,19.0,13
6052405,FIDELITY FDS-EURO GROW-Y EUR,LU0936577302,FFEUYEU,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.7,2021-04-09,,,,,,,,13
5003047,BGF-USD HIGH YLD BD HED-D2,LU0532707519,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],240.11,2021-04-09,R,0.0,issueid,60012307,False,False,19.0,4
5003071,BGF-GOBAL SMALLCAP FUND-D,LU0376433602,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],127.69,2021-04-09,R,0.0,issueid,60009491,False,False,19.0,4
4998758,BGF-WORLD AGRICULTURE-D2,LU0496654400,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],16.53,2021-04-09,R,0.0,issueid,60010829,False,False,19.0,4
5003290,GS GROWTH & EMMKT D-RA USD,LU0830653209,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],13.43,2021-04-09,R,0.0,issueid,60011776,False,False,19.0,17
5004237,PIMCO GIS-CRED ABS RET-IUSDA,IE00B3N0PT13,PIMCIUA,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.03,2021-04-02,R,0.0,issueid,60012752,False,False,19.0,25
4998765,BGF FIXED INC GBL OP-D2 EUR,LU1005243503,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],13.72,2021-04-09,R,0.0,issueid,60012744,False,False,19.0,4
13177729,ROBECO CHINESE EQUIT-DE,LU0187077309,ROCHINE,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],156.75,2021-04-09,,,,,,,,26
5004246,PIMCO GIS GLOBAL ADVANTAGE,IE00B3R5WS03,PIMGADV,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],15.39,2021-04-09,R,0.0,issueid,60012783,False,False,19.0,25
5003096,DWS INVEST CONVERTIBLES-E2,LU0273179522,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],240.35,2021-04-09,R,0.0,issueid,60009258,False,False,19.0,9
5003040,AMUNDI-BD GL AGGREGT-RUD,LU0839534970,LX,1,FUND,13,True,F,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],113.88,2021-04-09,R,0.0,issueid,60011282,False,False,19.0,3
847546,NN DZ AAND FD,NL0006311789,INGDZ,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],55.66,2021-04-09,R,0.0,issueid,109951,False,False,1.0,50
846962,T&P ALLEGRETTO FD,NL0000290088,TP,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],,,R,0.0,issueid,106342,False,False,1.0,65
846973,KEMPEN PROFIEL 2,NL0000290468,LANDE,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],39.2,2021-04-09,R,0.0,issueid,220161,False,False,1.0,21
5001091,THREAD FOCUS-CRED OPP-IGA,GB00B3D8PZ13,LN,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],1.3476,2018-11-09,R,0.0,issueid,60012333,False,False,19.0,29
5003296,GOLD SACHS GL CREDIT HED-R A,LU0830642939,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.68,2021-04-09,R,0.0,issueid,60012762,False,False,19.0,17
5003387,PICTET-SHORT TRM MMKT -I,LU0128494944,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],138.16,2020-02-28,R,0.0,issueid,60006254,False,False,19.0,24
5043668,PARVEST BOND WORLD EME-PRIV,LU0823387138,BNPWCHP,1,FUND,13,True,F,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],82.84,2019-12-31,R,0.0,issueid,60009827,False,False,19.0,5
5028103,ING L RENTA-EM MK DB HC-NH I,LU0800560442,IEMDNHI,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],933.64,2021-04-09,R,0.0,issueid,60011959,False,False,19.0,36
5004249,PIMCO GIS-EURO CREDIT-INS AC,IE00B2NSVP60,PIMEUBD,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],17.16,2021-04-09,R,0.0,issueid,60012780,False,False,19.0,25
5003099,DWS INVEST GLBAL AGRIBUSN-E2,LU0273177401,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],182.26,2021-04-09,R,0.0,issueid,60008318,False,False,19.0,9
5003043,AMUNDI-EQUITY LAT AMER-RU-D,LU0823047112,LX,1,FUND,13,True,A,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],79.65,2021-04-09,R,0.0,issueid,60012472,False,False,19.0,3
847554,NN LION FD,NL0006311862,NNLF,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],34.91,2021-04-09,R,0.0,issueid,12139,False,False,1.0,50
5004941,AGRESSOR,FR0010321802,ECHAGRE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],1666.16,2021-04-08,R,0.0,issueid,60192604,False,False,19.0,14
846976,KEMPEN PROFIEL 5,NL0000290492,LANOF,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],44.2,2021-04-09,R,0.0,issueid,220164,False,False,1.0,21
5008347,AXA ROSENBERG-GL EM MK EQ B€,IE00B101K104,ID,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],20.81,2021-04-08,R,0.0,issueid,60192674,False,False,19.0,34
5003300,GOLDMAN SACHS-STERL CRE-RA,LU0830685409,LX,1,FUND,13,True,D,GBP,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],151.98,2021-04-09,R,0.0,issueid,60012766,False,False,19.0,17
8730512,PARVEST EQ WRLD LOW VOL-PRVE,LU0823418545,BNPWLPE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],240.02,2021-04-09,,,,,,,,5
5008354,LO FUNDS-EURO INF LNK FD-PA,LU0455375526,LIINFPA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],12.6486,2021-04-08,R,0.0,issueid,60003212,False,False,19.0,37
5004252,PIMCO GIS ENG MARKT CRR-IUH,IE00B39T3650,PIMDMEH,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],13.92,2019-11-18,R,0.0,issueid,60012776,False,False,19.0,25
5460671,AMUNDI-EQUITY INDIA-AUC,LU0236501697,CAINDCC,1,FUND,13,True,I,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],304.09,2021-04-09,R,0.0,issueid,60191511,False,False,19.0,3
5001083,SCHRODER-QEP GL EMRG MKT-ZA,LU0969111813,LX,1,FUND,13,True,D,GBP,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],170.6606,2021-04-09,R,0.0,issueid,60012904,False,False,19.0,27
5003073,BGF-UNITED KINGDOM FUND-D2,LU0679964535,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],164.95,2021-04-09,R,0.0,issueid,60012300,False,False,19.0,4
847011,DELTA LLOYD SLD FD,NL0000292746,DLSDF,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],15.2,2021-04-09,R,0.0,issueid,213551,False,False,1.0,35
5145380,GS LIB HARB OPP COR B-RHA EU,LU0858295560,GSLHREA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],111.45,2016-12-06,R,0.0,issueid,60011922,False,False,19.0,17
5008352,MORGAN ST INV F-EM MK DOM-A,LU0283960077,MSJ3,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],31.4,2021-04-09,R,0.0,issueid,610199058,False,False,19.0,38
5008348,PIMCO-GL H/Y BD-HEDGEDACC,IE00B566G866,PGHYEHA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],23.95,2021-04-09,R,0.0,issueid,60006955,False,False,19.0,25
10683324,AMUNDI-INDEX GL BD EU H-RE D,LU0987207668,AMIGRED,1,FUND,13,True,F,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],101.59,2021-04-08,,,,,,,,3
5108378,RIVOLI CAPITAL-I,FR0010605808,RICPTLI,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],145.42,2015-06-22,,,,,,,,53
5001087,SCHRODER INTL STRAT BD-ACC-C,LU0201322640,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],165.5885,2021-04-09,R,0.0,issueid,60011439,False,False,19.0,27
4999847,FRANK TP INV EMKT BD-WAUSD,LU0976565506,LX,1,FUND,13,True,F,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],9.92,2021-04-09,R,0.0,issueid,60012010,False,False,19.0,16
4914594,KEMPEN PROFIEL 0,NL0010610309,KEMP0,1,FUND,13,True,D,EUR,,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],35.16,2021-04-09,R,0.0,issueid,586661,False,False,1.0,21
5053235,BGF-GBL ALLOCATION HED-D2,LU0329591480,MGAFEHD,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],50.94,2021-04-09,R,0.0,issueid,60003081,False,False,19.0,4
847136,DELTA LLOYD RENTE,NL0000442101,DLRF,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],15.22,2021-04-09,R,0.0,issueid,12047,False,False,1.0,35
5053237,HENDERSON GART-P/E SM CO-RA,LU0201078713,GASMCAD,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],21.4901,2021-04-08,R,0.0,issueid,60000031,False,False,19.0,18
5001072,PIMCO LOW AVG DURATION-IHA,IE00B62L8426,ID,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],10.49,2020-06-05,R,0.0,issueid,60012790,False,False,19.0,25
11628102,MORGAN ST INV F-EM EUR&ME-I,LU0118140184,MORSEEI,1,FUND,13,True,I,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],103.62,2021-04-09,,,,,,,,38
5004267,SCHRODER ISF EM DBT AR-ZHEUR,LU0968426949,SCHZHEA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],,,R,0.0,issueid,60011432,False,False,19.0,27
4792098,OPT EuroRente Fd,NL0010558805,OPERF,1,FUND,13,True,D,EUR,,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],25.42,2021-04-09,R,0.0,issueid,106542,False,False,1.0,71
5001047,GLG JAPAN COREALPHA-I H USD,IE00B5646799,ID,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],213.24,2021-04-09,R,0.0,issueid,60009344,False,False,19.0,22
846899,ING NORTH AMERICA,NL0000286045,INGNO,1,FUND,13,True,I,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],60.87,2021-04-09,R,0.0,issueid,96582,False,False,1.0,36
5001075,PIMCO UNCONSTR BOND-I-A-USD,IE00B3FNF987,ID,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],14.86,2021-04-09,R,0.0,issueid,60009490,False,False,19.0,25
4811404,F&C PORT FD-EUR SML CP-A,LU0207432559,GQCR,1,FUND,13,True,H,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],29.09,2020-11-25,R,0.0,issueid,60202321,False,False,19.0,12
5003046,BGF-EUR SHORT DUR BOND-D2,LU0329592371,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],16.59,2021-04-09,R,0.0,issueid,60012806,False,False,19.0,4
5001055,DPAM B-EQ EUROPE DVD-W,BE6246074502,BB,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],276.91,2021-04-09,R,0.0,issueid,60011388,False,False,19.0,23
847527,BNP GL PROP SEC FD,NL0006294092,BGPSF,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],63.98,2021-04-09,R,0.0,issueid,12008,False,False,1.0,5
846907,NN FIRSTCLAS OBLIG,NL0000286441,NNFC,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],22.49,2021-04-09,R,0.0,issueid,202002,False,False,1.0,36
5775071,HENDERSON HORIZ-PAN EU PR-A1,LU0209156925,HENEPSA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],44.8,2021-04-09,,,,,,,,18
5004225,PIMCO-GLOBAL BOND-US UH I AC,IE0032568887,PIMGUUI,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],35.11,2021-04-09,R,0.0,issueid,60012785,False,False,19.0,25
4999815,CANDRIAM SUSTAINABLE EUROPE-R,BE6253598088,BB,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],178.02,2021-04-08,R,0.0,issueid,60011128,False,False,19.0,8
5003030,ABERDEEN GL-SL EMMK BD-X1IUS,LU0837980761,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],8.2775,2021-04-09,R,0.0,issueid,60012742,False,False,19.0,1
5105260,GAM STAR-ASIA PAC EQ-EUR ACC,IE0002989915,ID,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],204.0818,2020-02-04,R,0.0,issueid,60142665,False,False,19.0,42
5004275,SCHRODER INTL EU EQ ALP-Z-AC,LU0968427756,SISEAZA,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],65.8452,2019-08-21,R,0.0,issueid,60012900,False,False,19.0,27
8811030,JUPITER GL FD-EURO GRO-D EUR,LU0946223103,JPGEUDE,1,FUND,13,True,I,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],21.45,2021-04-09,,,,,,,,75
5074948,FRANK TEMP INV TE AS-A MDIS,LU0260863377,LX,1,FUND,13,True,A,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],8.09,2021-04-09,R,0.0,issueid,60193092,False,False,19.0,16
5003373,DPAM L-BNDS HIGHER YLD-W,LU0966593427,LX,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],299.37,2021-04-09,R,0.0,issueid,60011412,False,False,19.0,23
4876903,BNP GL HIGH IN EQ,NL0006294167,BGHEF,1,FUND,13,True,D,EUR,,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],63.75,2021-04-09,R,0.0,issueid,121207,False,False,1.0,5
846955,ING HG DV AANDFD17,NL0000289858,NNHDA,1,FUND,13,True,D,EUR,-0.0001,200,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],36.67,2021-04-09,R,0.0,issueid,116764,False,False,1.0,36
5003086,DEXIA LONG SHORT CREDIT-REUR,FR0011510056,FP,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],103.33,2017-09-04,R,0.0,issueid,60011185,False,False,19.0,8
5003034,ABERDEEN GL-AS LOCU SD BD-X1,LU0837966349,LX,1,FUND,13,True,D,USD,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],8.4428,2021-04-09,R,0.0,issueid,60012738,False,False,19.0,1
5004257,ROBECO INV GRADE CRP BD-CH,LU0871827621,ROIGCHE,1,FUND,13,True,D,EUR,,10002,False,['DAY'],['STANDARDAMOUNT'],['STANDARDSIZE'],[],96.58,2021-04-09,R,0.0,issueid,60011483,False,False,19.0,26
