id,name,isin,symbol,contractSize,productType,productTypeId,tradable,category,currency,exchangeId,onlyEodPrices,orderTimeTypes,buyOrderTypes,sellOrderTypes,productBitTypes,closePrice,closePriceDate,feedQuality,orderBookDepth,vwdIdentifierType,vwdId,qualitySwitchable,qualitySwitchFree,vwdModuleId,etfIssuerId,feeType,region,totalExpenseRatio,quoteCurrency,assetAllocation,administrator,benchmark,class,feedQualitySecondary,orderBookDepthSecondary,vwdIdentifierTypeSecondary,vwdIdSecondary,qualitySwitchableSecondary,qualitySwitchFreeSecondary,vwdModuleIdSecondary,strikePrice,expirationDate
10509601,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,IQQH,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],11.266,2021-04-09,D15,0.0,issueid,480174121,False,False,25.0,39,1,Worldwide,0.65,PNC,Shares,BlackRock Asset Management Ireland Ltd,S&P Global Clean Energy,USD (Dist),,,,,,,,,
4587473,Vanguard S&P 500 UCITS ETF USD,IE00B3XXRP09,VUSA,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],65.475,2021-04-09,R,0.0,issueid,550645,False,False,1.0,66,2,United States,0.07,EUR,Shares,Vanguard Group (Ireland) Ltd,S&P 500,(USD) Distributing,,,,,,,,,
4586985,VANGUARD FTSE ALL-WORLD U.ETF,IE00B3RBWM25,VWRL,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],95.99,2021-04-09,R,0.0,issueid,61114463,False,False,1.0,66,2,Worldwide,0.22,EUR,Shares,Vanguard Group (Ireland) Ltd,FTSE Developed All Cap ex Controversies/Non-Renewable Energy/Vice Products/Weapons Index Net EUR,(USD) Distributing,,,,,,,,,
4629281,SPROTT PHYSICAL SILVER,CA85207K1075,PSLV,1.0,ETF,131,True,A,USD,1004,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],9.02,2021-04-09,D15,0.0,issueid,330000457,False,False,10.0,59,1,*none*,,*none*,*none*,*none*,*none*,*none*,BT,0.0,vwdkey,"PSLV.BATS,E",True,False,31.0,,
846772,ISHSIII-CORE MSCI WORLD U.ETF,IE00B4L5Y983,IWDA,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],66.77,2021-04-09,R,0.0,issueid,319919,False,False,1.0,39,2,Worldwide,0.2,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI World EUR,USD (Acc),,,,,,,,-0.0001,
5194506,ISHSIII-CORE MSCI WORLD U.ETF,IE00B4L5Y983,EUNL,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],66.76,2021-04-09,D15,0.0,issueid,480011718,False,False,25.0,39,1,Worldwide,0.2,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI World EUR,USD (Acc),,,,,,,,,
4625543,iShares Core FTSE 100 UCITS ETF (Dist),IE0005042456,ISF,1.0,ETF,131,True,H,GBX,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],680.5,2021-04-09,D15,0.0,issueid,260186579,True,False,14.0,39,1,Great Britain,0.07,EUR,Shares,BlackRock Asset Management Ireland Ltd,FTSE 100-index,GBP (Dist),,,,,,,,,
4622447,iShares Global Clean Energy UCITS ETF USD (Dist),IE00B1XNHC34,INRG,1.0,ETF,131,True,H,EUR,608,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLIMIT']",[],11.27,2021-04-09,D15,0.0,issueid,300099428,True,False,12.0,39,1,Worldwide,0.65,PNC,Shares,BlackRock Asset Management Ireland Ltd,S&P Global Clean Energy,USD (Dist),,,,,,,,,
882966,ISHARES CORE DAX UCITS ETF DE,DE0005933931,EXS1,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],129.56,2021-04-09,D15,0.0,issueid,480172111,False,False,25.0,39,2,Germany,0.16,EUR,Shares,BlackRock Asset Management Deutschland,DAX®,EUR (Acc),,,,,,,,,
4624934,iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,CSPX,1.0,ETF,131,True,H,USD,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],415.55,2021-04-09,D15,0.0,issueid,260011946,True,False,14.0,39,1,United States,0.07,EUR,Shares,BlackRock Asset Management Ireland Ltd,S&P 500,USD (Acc),,,,,,,,,
3234842,iShares Core S&P 500 UCITS ETF USD (Acc),IE00B5BMR087,SXR8,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],349.58,2021-04-09,D15,0.0,issueid,480012040,False,False,25.0,39,1,United States,0.07,EUR,Shares,BlackRock Asset Management Ireland Ltd,S&P 500,USD (Acc),,,,,,,,,
16238669,Vanguard FTSE All-World UCITS ETF USD Acc,IE00BK5BQT80,VWCE,1.0,ETF,131,True,A,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],90.58,2021-04-09,D15,0.0,issueid,485013849,False,False,25.0,66,1,Worldwide,0.22,GBP,Shares,Vanguard Group (Ireland) Ltd,FTSE Developed All Cap ex Controversies/Non-Renewable Energy/Vice Products/Weapons Index Net EUR,(USD) Cap,,,,,,,,,
882687,ISH.STOXX EUROPE 600 U.ETF DE,DE0002635307,EXSA,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],43.31,2021-04-09,D15,0.0,issueid,480172349,False,False,25.0,39,1,Europe,0.2,EUR,Shares,BlackRock Asset Management Deutschland,STOXX Europe 600 NR,EUR (Dist),,,,,,,,0.0,
883421,ISHARE.NASDAQ-100 UCITS ETF DE,DE000A0F5UF5,EXXT,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],112.66,2021-04-09,D15,0.0,issueid,480172585,False,False,25.0,39,1,United States,0.31,EUR,Shares,BlackRock Asset Management Deutschland,Nasdaq-100®,*none*,,,,,,,,0.0,
4626562,Vanguard Funds PLC Vanguard S&P 500 ETF,IE00B3XXRP09,VUSD,1.0,ETF,131,True,H,USD,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],77.8075,2021-04-09,D15,0.0,issueid,260012847,True,False,14.0,66,1,United States,0.07,EUR,Shares,Vanguard Group (Ireland) Ltd,S&P 500,(USD) Distributing,,,,,,,,,
4622784,ISHSIII-CORE MSCI WORLD U.ETF,IE00B4L5Y983,SWDA,1.0,ETF,131,True,H,EUR,608,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLIMIT']",[],66.76,2021-04-09,D15,0.0,issueid,300099702,True,False,12.0,39,1,Worldwide,0.2,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI World EUR,USD (Acc),,,,,,,,,
1440378,Invesco EQQQ NASDAQ-100 UCITS ETF Dist,IE0032077012,EQQQ,1.0,ETF,131,True,H,USD,947,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],335.9,2021-04-09,D15,0.0,issueid,490102612,False,False,18.0,47,1,United States,0.3,PNC,Shares,Invesco Investment Management Limited,Nasdaq-100,*none*,,,,,,,,,
4625562,iShares Core MSCI World UCITS ETF USD (Acc),IE00B4L5Y983,IWDA,1.0,ETF,131,True,H,USD,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],79.37,2021-04-09,D15,0.0,issueid,260011652,True,False,14.0,39,1,Worldwide,0.2,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI World EUR,USD (Acc),,,,,,,,,
4626560,VANGUARD FTSE 100 UCITS ETF,IE00B810Q511,VUKE,1.0,ETF,131,True,H,GBP,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],30.52,2021-04-09,D15,0.0,issueid,260012856,True,False,14.0,66,1,Great Britain,0.09,GBP,Shares,Vanguard Group (Ireland) Ltd,FTSE 100,(GBP) Distributing,,,,,,,,,
3234837,ISHSVII-NASDAQ 100 UCITS ETF,IE00B53SZB19,SXRV,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],652.3,2021-04-09,D15,0.0,issueid,480012043,False,False,25.0,39,1,United States,0.33,EUR,Shares,BlackRock Asset Management Ireland Ltd,Nasdaq-100,USD (Acc),,,,,,,,,
846718,iShares Core S&P 500 UCITS ETF USD (Dist),IE0031442068,ISSP,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],34.381,2021-04-09,R,0.0,issueid,198401,False,False,1.0,39,2,United States,0.07,EUR,Shares,BlackRock Asset Management Ireland Ltd,S&P 500,USD (Dist),,,,,,,,-0.0001,
4626561,Vanguard S&P 500 UCITS ETF USD,IE00B3XXRP09,VUSA,1.0,ETF,131,True,H,GBP,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],56.6925,2021-04-09,D15,0.0,issueid,260012848,True,False,14.0,66,1,United States,0.07,EUR,Shares,Vanguard Group (Ireland) Ltd,S&P 500,(USD) Distributing,,,,,,,,,
14501924,AIS-AMUNDI S&P 500 U.ETF,LU1681048804,LU1681048804,1.0,ETF,131,True,H,EUR,710,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],64.4933,2021-04-09,R,0.0,issueid,360028046,False,False,1.0,4,2,United States,0.15,EUR,Shares,Amundi Luxembourg S.A.,100% S&P 500 COMPOSITE,EUR,,,,,,,,,
846727,ISHS-AEX UCITS ETF,IE00B0M62Y33,IAEX,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],71.15,2021-04-09,R,0.0,issueid,214561,False,False,1.0,39,2,Netherlands,0.3,EUR,Shares,BlackRock Asset Management Ireland Ltd,AEX Total Net Return,EUR (Dist),,,,,,,,-0.0001,
15695920,iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,2B7K,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],8.12,2021-04-09,D15,0.0,issueid,485013468,False,False,25.0,39,1,Worldwide,0.2,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI WORLD SRI Select Index,EUR (Acc),,,,,,,,,
885350,Invesco EQQQ NASDAQ-100 UCITS ETF Dist,IE0032077012,EQQQ,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],283.0,2021-04-09,D15,0.0,issueid,480174448,False,False,25.0,47,1,United States,0.3,PNC,Shares,Invesco Investment Management Limited,Nasdaq-100,*none*,,,,,,,,0.0,
14567541,Amundi MSCI Emerging Markets UCITS ETF - EUR (C),LU1681045370,LU1681045370,1.0,ETF,131,True,I,EUR,710,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],5.1054,2021-04-09,R,0.0,issueid,360039365,False,False,1.0,4,2,Emerging markets,0.2,EUR,Shares,Amundi Luxembourg S.A.,100% MSCI EM (EMERGING MARKETS),EUR,,,,,,,,,
4625512,iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,INRG,1.0,ETF,131,True,H,GBX,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],975.75,2021-04-09,D15,0.0,issueid,260190149,True,False,14.0,39,1,Worldwide,0.65,PNC,Shares,BlackRock Asset Management Ireland Ltd,S&P Global Clean Energy,USD (Dist),,,,,,,,,
5277189,ISHSVII-NASDAQ 100 UCITS ETF,IE00B53SZB19,CNDX,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],652.4,2021-04-09,R,0.0,issueid,360044423,False,False,1.0,39,1,United States,0.33,EUR,Shares,BlackRock Asset Management Ireland Ltd,Nasdaq-100,USD (Acc),,,,,,,,,
5087310,ISHS CORE MSCI EM IMI U.ETF,IE00BKM4GZ66,IS3N,1.0,ETF,131,True,I,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],31.156,2021-04-09,D15,0.0,issueid,480013617,False,False,25.0,39,1,Emerging markets,0.18,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI Emerging Markets Investable Market Index (IMI),USD (Acc),,,,,,,,,
14601149,iShares MSCI World Small Cap UCITS ETF USD Acc,IE00BF4RFH31,IUSN,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],6.014,2021-04-09,D15,0.0,issueid,485012782,False,False,25.0,39,1,Worldwide,0.35,GBP,Shares,BlackRock Asset Management Ireland Ltd,MSCI World Small Cap Index,USD (Acc),,,,,,,,,
5281504,Vanguard FTSE 250 UCITS ETF,IE00BKX55Q28,VMID,1.0,ETF,131,True,H,GBP,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],34.915,2021-04-09,D15,0.0,issueid,260013679,True,False,14.0,66,1,Great Britain,0.1,GBP,Shares,Vanguard Group (Ireland) Ltd,FTSE 250 Index,(GBP) Distributing,,,,,,,,,
18688779,VANECK VECTOR SEMICOND,IE00BMC38736,SMH,1.0,ETF,131,True,A,EUR,608,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLIMIT']",[],20.345,2021-04-09,D15,0.0,issueid,450346167,True,False,12.0,181,1,Worldwide,0.35,GBP,Shares,VanEck Investments Limited,MVIS US Listed Semiconductor 10% Capped Index,*none*,,,,,,,,,
4624873,iShares NASDAQ 100 UCITS ETF USD (Acc),IE00B53SZB19,CNDX,1.0,ETF,131,True,H,USD,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],775.47,2021-04-09,D15,0.0,issueid,260011926,True,False,14.0,39,1,United States,0.33,EUR,Shares,BlackRock Asset Management Ireland Ltd,Nasdaq-100,USD (Acc),,,,,,,,,
19011706,L&G HYDROGEN ECONOMY U,IE00BMYDM794,HTWO,1.0,ETF,131,True,A,EUR,608,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLIMIT']",[],7.73,2021-04-09,D15,0.0,issueid,450359007,True,False,12.0,181,1,Worldwide,0.0,EUR,Shares,BNY Mellon Fund Services (Ireland) Designated Activity Company,*none*,USD Accumulating ETF,,,,,,,,,
15741969,INVES.MKT.II-I.ELW.GL.B.UC.ETF,IE00BGBN6P67,BNXG,1.0,ETF,131,True,A,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],111.16,2021-04-09,D15,0.0,issueid,485013559,False,False,25.0,47,1,Worldwide,0.65,GBX,Shares,Invesco Investment Management Limited,*none*,A,,,,,,,,,
15537117,Lyxor Nasdaq -100 UCITS ETF - Acc,LU1829221024,LU1829221024,1.0,ETF,131,True,I,EUR,710,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],45.822,2021-04-09,R,0.0,issueid,360178232,False,False,1.0,42,2,United States,0.22,GBX,Shares,Lyxor International Asset Management S.A.S.,NASDAQ-100 Notional Net Total Return Index,acc,,,,,,,,,
5045558,ISHS VII-CORE S&P 500 U.ETF,IE00B5BMR087,CSPX,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],349.588,2021-04-09,R,0.0,issueid,360044421,False,False,1.0,39,1,United States,0.07,EUR,Shares,BlackRock Asset Management Ireland Ltd,S&P 500,USD (Acc),,,,,,,,,
886526,Xtrackers DAX UCITS ETF,LU0274211480,DBXD,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],146.14,2021-04-09,D15,0.0,issueid,480174196,False,False,25.0,13,1,Germany,0.09,EUR,Shares,DWS Investment S.A.,DAX®,1C,,,,,,,,0.0,
16521007,WisdomTree Cloud Computing UCITS ETF USD Acc,IE00BJGWQN72,WCLD,1.0,ETF,131,True,A,EUR,608,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLIMIT']",[],41.72,2021-04-09,D15,0.0,issueid,450299874,True,False,12.0,181,1,Worldwide,0.4,GBX,Shares,WisdomTree Management Ltd.,BVP Nasdaq Emerging Cloud NTR Index,USD Acc,,,,,,,,,
882968,iShares Core EURO STOXX 50 UCITS ETF (DE),DE0005933956,EXW1,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],40.05,2021-04-09,D15,0.0,issueid,480172332,False,False,25.0,39,1,Euro Area,0.11,EUR,Shares,BlackRock Asset Management Deutschland,EURO STOXX 50®,EUR (Dist),,,,,,,,0.0,
846750,ISHSII-CORE MSCI EUROPE U.ETF,IE00B1YZSC51,IMEU,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],26.94,2021-04-09,R,0.0,issueid,247821,False,False,1.0,39,2,Europe,0.12,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI Europe Index,EUR (Dist),,,,,,,,-0.0001,
11445938,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,2B76,1.0,ETF,131,True,I,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],10.69,2021-04-09,D15,0.0,issueid,480015538,False,False,25.0,39,1,Worldwide,0.4,PNC,Shares,BlackRock Asset Management Ireland Ltd,iSTOXX® FactSet Automation & Robotics Index,USD (Acc),,,,,,,,,
6002892,iShares MSCI China A UCITS ETF USD (Acc),IE00BQT3WG13,36BZ,1.0,ETF,131,True,I,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],5.079,2021-04-09,D15,0.0,issueid,480015314,False,False,25.0,39,1,China & Hong-Kong,0.4,PNC,Shares,BlackRock Asset Management Ireland Ltd,MSCI China A Inclusion Index,USD (Acc),,,,,,,,,
5075696,ISHS CORE MSCI EM IMI U.ETF,IE00BKM4GZ66,EMIM,1.0,ETF,131,True,I,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],31.152,2021-04-09,R,0.0,issueid,608862,False,False,1.0,39,1,Emerging markets,0.18,EUR,Shares,BlackRock Asset Management Ireland Ltd,MSCI Emerging Markets Investable Market Index (IMI),USD (Acc),,,,,,,,,
850546,VanEck Vectors AEX UCITS ETF,NL0009272749,TDT,1.0,ETF,131,True,H,EUR,200,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],71.23,2021-04-09,R,0.0,issueid,327413,False,False,1.0,61,1,Netherlands,0.0,EUR,Shares,VanEck Asset Management B.V.,AEX TR-index,*none*,,,,,,,,-0.0001,
16143345,VANECK ETFS-V.V.VID.GAM.+ESPTS,IE00BYWQWR46,ESP0,1.0,ETF,131,True,I,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],36.155,2021-04-09,D15,0.0,issueid,485013797,False,False,25.0,43,1,Worldwide,0.55,GBP,Shares,VanEck Investments Limited,MVIS Global Video Gaming and eSports Index,*none*,,,,,,,,,
13996897,Vanguard FTSE All-World UCITS ETF USD Dis,IE00B3RBWM25,VG72,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],96.0,2021-04-09,D15,0.0,issueid,485012283,True,False,25.0,66,1,Worldwide,0.22,EUR,Shares,Vanguard Group (Ireland) Ltd,FTSE Developed All Cap ex Controversies/Non-Renewable Energy/Vice Products/Weapons Index Net EUR,(USD) Distributing,D15,0.0,issueid,485012283,False,False,25.0,,
867228,LYXOR CAC 40 (DR) UCITS ETF,FR0007052782,CAC,1.0,ETF,131,True,H,EUR,710,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],60.71,2021-04-09,R,0.0,issueid,360172118,False,False,1.0,42,2,France,0.25,PNC,Shares,Lyxor International Asset Management S.A.S.,CAC 40 Total Return Index,D-EUR,,,,,,,,-0.0001,
7944986,iShares Edge MSCI WrldMmtFactor UCITS ETF USD Acc,IE00BP3QZ825,IS3R,1.0,ETF,131,True,H,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],52.19,2021-04-09,D15,0.0,issueid,480015250,False,False,25.0,39,1,Worldwide,0.3,PNC,Shares,BlackRock Asset Management Ireland Ltd,MSCI World Momentum Index (USD),USD (Acc),,,,,,,,,
5360002,iShares   High Yield Corp Bd UCITS ETF EUR Dist,IE00B66F4759,EUNW,1.0,ETF,131,True,F,EUR,194,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT', 'TRAILINGSTOP']",[],102.52,2021-04-09,D15,0.0,issueid,485005665,False,False,25.0,39,2,*none*,0.5,EUR,Bonds,BlackRock Asset Management Ireland Ltd,Markit iBoxx Euro Liquid High Yield Index,EUR (Dist),,,,,,,,,
1451503,iShares   High Yield Corp Bd UCITS ETF EUR Dist,IE00B66F4759,IHYG,1.0,ETF,131,True,F,EUR,570,False,"['DAY', 'GTC']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']","['LIMIT', 'MARKET', 'STOPLOSS', 'STOPLIMIT']",[],102.52,2021-04-09,D15,0.0,issueid,260011867,True,False,14.0,39,1,*none*,0.5,EUR,Bonds,BlackRock Asset Management Ireland Ltd,Markit iBoxx Euro Liquid High Yield Index,EUR (Dist),,,,,,,,,
