,id,url,text,rating,time_created,user.id,user.profile_url,user.image_url,user.name
0,QvRE0hOZb8hLHXNR1KLaJw,https://www.yelp.com/biz/bodega-biarritz-1881-barcelona?adjust_creative=56tMv8Oeq8QD6pC-p_IovA&hrid=QvRE0hOZb8hLHXNR1KLaJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=56tMv8Oeq8QD6pC-p_IovA,"Was sitting in Plaça Real looking at restaurant
reviews and saw this.  Wow wow wow.  What a find.  Delicious food.  Reasonable prices. Staff that are...",5,2020-03-12 14:32:09,VkaQuKn57hR0lEOQhlf0cg,https://www.yelp.com/user_details?userid=VkaQuKn57hR0lEOQhlf0cg,,George T.
1,uthsxDzJd2oos-3j1NfeDg,https://www.yelp.com/biz/bodega-biarritz-1881-barcelona?adjust_creative=56tMv8Oeq8QD6pC-p_IovA&hrid=uthsxDzJd2oos-3j1NfeDg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=56tMv8Oeq8QD6pC-p_IovA,"Space is really limited, and the interior gets pretty packed. Make sure you look at the menu outside and figure out what you want to order beforehand. They...",5,2019-11-23 08:36:55,lGBvmBDeIooqcrMwp1a1yg,https://www.yelp.com/user_details?userid=lGBvmBDeIooqcrMwp1a1yg,https://s3-media1.fl.yelpcdn.com/photo/2AcVoHAAzlcCMIdEnHFBJQ/o.jpg,Eugene W.
2,TWMRgvXS3Omyj52AN-xLew,https://www.yelp.com/biz/bodega-biarritz-1881-barcelona?adjust_creative=56tMv8Oeq8QD6pC-p_IovA&hrid=TWMRgvXS3Omyj52AN-xLew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=56tMv8Oeq8QD6pC-p_IovA,"Came around 6:30-7pm during the week and waited about 30 minutes for a table. The staff is great, because you can order drinks while you wait in line. Grab...",5,2019-10-02 07:59:00,f2-ZHyhJ025sJSrFHeUTZA,https://www.yelp.com/user_details?userid=f2-ZHyhJ025sJSrFHeUTZA,https://s3-media4.fl.yelpcdn.com/photo/0OuQypKRtGlL9S17ayC77g/o.jpg,Nancy B.
